id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
420,,2211,1,15,6,1.8379,390.08,107175.91,fecha_formato_invalido
421,,1662,44,11,4,293.77, 44.98 ,28807.95,fecha_formato_invalido
423,,807,50,9,8,21077.0, 41.24 ,35549.86,fecha_formato_invalido
424,,1234,1,12,6,54719.0,68.36,60347.81,fecha_formato_invalido
425,,1481,30,11,2,538.85,105.16,69395.89,fecha_formato_invalido
426,,897,74,14,10,1677.27,259.69,287389.71,fecha_formato_invalido
427,,2943,35,9,5,1849.84, 222.39 ,187959.06,fecha_formato_invalido
428,,1293,54,9,10,1683.76,"278,40",304002.46,fecha_formato_invalido
430,,758,10,8,6,17094.0,"28,14",19950.67,fecha_formato_invalido
432,,1557,62,3,5,,207.90,,"monto_asegurado_error,fecha_formato_invalido"
433,,82,11,2,2,1611.89,"244,46",226.22087,fecha_formato_invalido
434,,2333,51,2,6,,17.35,,"monto_asegurado_error,fecha_formato_invalido"
436,,1901,69,15,3,687.69,"128,26",125649.5,fecha_formato_invalido
437,,1256,61,7,12,1900.51,,172566.66,fecha_formato_invalido
439,,770,70,11,8,359.75,83.83,15.23757,fecha_formato_invalido
440,,1109,54,12,3,,"23,62",27679.23,fecha_formato_invalido
442,,3881,19,15,5,1081.98,,,"monto_asegurado_error,fecha_formato_invalido"
444,,2825,31,15,3,1525.16,"225,41",203346.47,fecha_formato_invalido
446,,1091,23,8,12,, 11.62 ,4844.8,fecha_formato_invalido
447,,2535,70,10,11,,267.96,320624.01,fecha_formato_invalido
448,,459,77,2,3,1973.47,235.49,125583.09,fecha_formato_invalido
449,,2759,98,3,1,1674.8,"320,29",291662.21,fecha_formato_invalido
450,,1094,38,5,4,1656.24, 330.83 ,201095.5,fecha_formato_invalido
451,,1809,51,12,9,516.0,42.02,,"monto_asegurado_error,fecha_formato_invalido"
452,,2214,48,4,1,77.82, 13.04 ,14.15641,fecha_formato_invalido
453,,1649,48,9,7,285.16,23.71,39.48115,fecha_formato_invalido
454,,1449,53,14,9,60584.0,129.93,,"monto_asegurado_error,fecha_formato_invalido"
455,,2987,64,7,10,1365.51, 166.31 ,228.12525,fecha_formato_invalido
456,,747,73,14,7,1.48669,"227,71",200312.11,fecha_formato_invalido
457,,2597,48,14,12,436.02,77.71,,"monto_asegurado_error,fecha_formato_invalido"
458,,2233,10,4,8,,59.29,,"monto_asegurado_error,fecha_formato_invalido"
459,2025-07-09,135,12,12,11,1.35074,320.20,,monto_asegurado_error
460,,1917,69,15,4,1.3355,"242,06",207368.93,fecha_formato_invalido
462,,1340,43,10,3,70169.0, 123.95 ,34895.13,fecha_formato_invalido
463,,1004,39,12,7,1.84753,"395,39",238392.21,fecha_formato_invalido
464,,1630,14,1,6,, 59.17 ,,"monto_asegurado_error,fecha_formato_invalido"
465,2025-09-25,1929,79,3,5,1.94513,332.26,,monto_asegurado_error
466,,2898,42,7,2,,54.71,14166.74,fecha_formato_invalido
468,,114,10,7,4,-236.81, 48.04 ,12425.07,fecha_formato_invalido
469,,273,38,13,1,1207.61,103.23,,"monto_asegurado_error,fecha_formato_invalido"
470,,3857,93,2,11,1557.9, 229.31 ,120.94916,fecha_formato_invalido
471,,714,38,14,5,1082.72,"109,83",64280.36,fecha_formato_invalido
472,,473,15,8,11,0.0,31.72,,"monto_asegurado_error,fecha_formato_invalido"
473,,2945,67,1,9,1869.53,"169,04",,"monto_asegurado_error,fecha_formato_invalido"
474,,729,34,12,2,1115.45,86.74,170089.33,fecha_formato_invalido
475,,405,56,8,10,725.33, 78.35 ,,"monto_asegurado_error,fecha_formato_invalido"
476,,1774,60,13,12,-1097.18, 216.55 ,210170.63,fecha_formato_invalido
477,,65,22,3,1,1.24884,137.09,133624.56,fecha_formato_invalido
478,,2138,36,13,2,168.26,215.65,16914.26,fecha_formato_invalido
479,,2034,65,5,7,931.56,"138,27",,"monto_asegurado_error,fecha_formato_invalido"
480,,1343,1,2,8,1810.4,,184337.17,fecha_formato_invalido
481,,1479,14,2,3,17326.0,15.36,4328.71,fecha_formato_invalido
482,,170,52,6,2,17898.0,,26558.18,fecha_formato_invalido
484,,2805,11,4,9,1966.19, 303.27 ,243726.68,fecha_formato_invalido
485,,1799,54,15,2,1189.72,"139,99",81.181,fecha_formato_invalido
486,,1980,60,13,1,-301.43, 24.27 ,17185.86,fecha_formato_invalido
489,,1736,26,12,10,1609.82,"179,76",143503.16,fecha_formato_invalido
490,,983,78,2,9,1479.43,197.15,150.48065,fecha_formato_invalido
491,,1600,21,1,2,85147.0,"75,68",58436.85,fecha_formato_invalido
492,,868,52,3,9,1.13538,98.08,67.08605,fecha_formato_invalido
493,,604,11,2,2,,"99,01",118835.36,fecha_formato_invalido
494,,1230,49,4,9,26384.0, 32.56 ,12.94283,fecha_formato_invalido
495,,2403,77,15,9,,"167,88",196931.25,fecha_formato_invalido
496,,251,60,6,2,559.13,"137,72",76692.82,fecha_formato_invalido
497,,703,34,6,12,, 28.27 ,65152.17,fecha_formato_invalido
499,,2487,14,15,3,1.60801, 336.33 ,182343.65,fecha_formato_invalido
500,,2382,2,2,2,1805.76,205.29,,"monto_asegurado_error,fecha_formato_invalido"
501,,1703,66,4,11,310.65, 73.03 ,,"monto_asegurado_error,fecha_formato_invalido"
502,,1560,80,10,11,1517.28,"213,23",269343.52,fecha_formato_invalido
503,,2629,61,4,8,,,44153.87,fecha_formato_invalido
504,,2703,61,12,7,,-,,"monto_asegurado_error,fecha_formato_invalido"
505,,1817,56,1,8,658.17,,17945.01,fecha_formato_invalido
506,,1777,4,14,3,1.08494,"220,79",145253.08,fecha_formato_invalido
507,,71,63,6,2,1604.54,,57680.77,fecha_formato_invalido
508,,1415,75,5,1,1028.33, 253.52 ,,"monto_asegurado_error,fecha_formato_invalido"
509,,1832,54,15,11,1856.75,"380,05",145000.82,fecha_formato_invalido
510,,699,43,14,12,1124.08, 121.50 ,,"monto_asegurado_error,fecha_formato_invalido"
512,,2723,67,6,5,,"6,23",15008.2,fecha_formato_invalido
513,,907,70,6,2,1.42897,129.10,270769.71,fecha_formato_invalido
516,,1576,7,4,4,1971.56, 389.57 ,279818.51,fecha_formato_invalido
517,,741,3,11,10,1840.16, 124.09 ,192886.75,fecha_formato_invalido
518,,1875,60,8,4,,,328.64134,fecha_formato_invalido
519,,1468,15,2,1,322.43,56.38,39773.58,fecha_formato_invalido
520,,1496,9,5,11,1064.04, 124.78 ,171718.88,fecha_formato_invalido
521,,2939,14,6,11,1998.2,"398,18",,"monto_asegurado_error,fecha_formato_invalido"
522,,1045,18,8,12,1.76356,402.61,179266.06,fecha_formato_invalido
523,,938,47,9,10,,,,"monto_asegurado_error,fecha_formato_invalido"
524,,1574,43,10,10,18108.0,34.65,22655.97,fecha_formato_invalido
525,,25,4,5,2,1.93864, 162.80 ,343418.5,fecha_formato_invalido
527,,2629,44,15,1,1498.66, 346.97 ,218178.19,fecha_formato_invalido
528,,2872,55,1,11,533.97,"70,87",31.97456,fecha_formato_invalido
529,,1326,23,8,6,,52.59,67.7133,fecha_formato_invalido
530,,214,55,15,7,1066.08, 161.64 ,,"monto_asegurado_error,fecha_formato_invalido"
531,,177,73,4,7,1871.73,183.05,121960.34,fecha_formato_invalido
532,,1369,54,4,3,306.81,,57.55729,fecha_formato_invalido
533,,2867,50,10,8,1129.22,175.16,138.65954,fecha_formato_invalido
534,,2027,7,5,12,449.49,73.78,76206.56,fecha_formato_invalido
535,,1978,37,7,10,1837.59, 373.45 ,73333.3,fecha_formato_invalido
536,,1487,45,4,7,0.0,"12,18",3007.05,fecha_formato_invalido
537,,2996,38,3,10,1065.63,"1,899.00",21670.75,fecha_formato_invalido
538,,2146,23,12,8,643.98,121.68,,"monto_asegurado_error,fecha_formato_invalido"
539,,620,2,4,9,56.45,,9836.44,fecha_formato_invalido
540,,2723,9,12,2,233.08, 55.01 ,25744.38,fecha_formato_invalido
541,,1607,79,5,8,391.61,,25191.25,fecha_formato_invalido
542,,2720,77,5,1,1.67358,247.88,99356.05,fecha_formato_invalido
543,,1352,54,8,2,1184.99,140.37,197173.43,fecha_formato_invalido
544,,1631,43,3,5,1705.97,-,278392.08,fecha_formato_invalido
545,,2921,10,6,2,589.25,"84,48",64462.37,fecha_formato_invalido
546,,683,18,12,7,,,,"monto_asegurado_error,fecha_formato_invalido"
547,,2749,33,12,6,94314.0,"204,41",186378.98,fecha_formato_invalido
548,,140,75,14,2,, 238.10 ,211004.23,fecha_formato_invalido
550,,2740,18,1,4,1856.51, 357.18 ,221118.7,fecha_formato_invalido
551,,1815,21,1,4,,124.20,209.01204,fecha_formato_invalido
552,,2701,42,8,5,1686.04, 369.75 ,212.46057,fecha_formato_invalido
553,,2446,1,10,12,, 207.12 ,,"monto_asegurado_error,fecha_formato_invalido"
554,,659,43,4,2,316.37,,,"monto_asegurado_error,fecha_formato_invalido"
555,,58,12,13,5,802.91, 173.75 ,103985.96,fecha_formato_invalido
558,,278,14,2,10,1329.62,"118,69",,"monto_asegurado_error,fecha_formato_invalido"
559,,2560,76,1,12,1382.32, 279.32 ,62361.96,fecha_formato_invalido
561,,2867,25,1,9,244.84,21.87,15421.81,fecha_formato_invalido
562,,1565,32,9,3,1761.04, 254.27 ,,"monto_asegurado_error,fecha_formato_invalido"
563,,1398,57,14,8,841.68,118.23,27662.38,fecha_formato_invalido
564,,2174,57,6,8,576.14,,76260.33,fecha_formato_invalido
565,,2636,22,5,10,970.69,"228,85",85.46043,fecha_formato_invalido
567,,1718,78,10,1,1429.03,,122545.12,fecha_formato_invalido
569,,2388,29,5,7,681.04,42.30,106713.79,fecha_formato_invalido
570,,2214,74,3,4,636.27,-,53905.94,fecha_formato_invalido
571,,788,69,9,1,, 149.93 ,82686.26,fecha_formato_invalido
572,,2819,66,15,11,786.78,186.55,151490.56,fecha_formato_invalido
573,,2280,45,11,5,,194.57,,"monto_asegurado_error,fecha_formato_invalido"
574,2025-02-16,2920,23,15,12,48469.0,73.71,,monto_asegurado_error
575,,1400,48,5,2,1694.46,"292,44",130970.86,fecha_formato_invalido
576,,3728,26,15,3,1.03492, 140.98 ,56238.72,fecha_formato_invalido
578,,862,39,8,7,148.55,-,25.00408,fecha_formato_invalido
579,,1913,28,7,4,,18.29,4641.89,fecha_formato_invalido
580,,1660,40,10,1,1.05536,223.72,169828.64,fecha_formato_invalido
581,,390,8,12,12,24095.0,31.90,38.1541,fecha_formato_invalido
582,,11,69,11,6,,,162305.06,fecha_formato_invalido
583,,3553,54,12,1,1492.56,-,,"monto_asegurado_error,fecha_formato_invalido"
584,,1556,18,15,5,591.04,143.55,56121.83,fecha_formato_invalido
585,,230,23,15,11,583.92,133.94,93049.78,fecha_formato_invalido
586,,703,79,9,6,9676.0,,13409.03,fecha_formato_invalido
587,2025-04-24,2692,26,13,2,1024.25,"67,72",,monto_asegurado_error
588,,24,24,9,11,1805.91,,291663.33,fecha_formato_invalido
589,2025-03-22,1709,78,7,3,701.62,41.46,,monto_asegurado_error
590,,222,32,14,12,,,232.34362,fecha_formato_invalido
591,,2782,30,8,11,816.32,82.76,103919.46,fecha_formato_invalido
592,,1683,33,14,2,61059.0,,39225.86,fecha_formato_invalido
593,,2395,4,14,6,,21.01,,"monto_asegurado_error,fecha_formato_invalido"
594,,294,61,2,8,,"415,66",40996.09,fecha_formato_invalido
595,,853,62,5,5,1.21781,159.50,231643.51,fecha_formato_invalido
597,,2380,32,13,6,278.09,,,"monto_asegurado_error,fecha_formato_invalido"
598,,2730,13,7,4,83075.0,128.47,,"monto_asegurado_error,fecha_formato_invalido"
600,,2290,60,15,4,61605.0, 137.39 ,22632.8,fecha_formato_invalido
601,,2680,58,14,8,12203.0,,23368.45,fecha_formato_invalido
602,2025-04-30,2497,50,2,1,1343.48,274.96,,monto_asegurado_error
603,,1202,15,12,11,1018.98,-,,"monto_asegurado_error,fecha_formato_invalido"
604,,1860,9,11,12,877.47,205.89,110.4514,fecha_formato_invalido
607,,2295,43,15,6,, 82.25 ,13281.29,fecha_formato_invalido
608,,505,113,13,10,1677.49,"169,52",247928.91,fecha_formato_invalido
609,,611,31,13,2,149.29,-,29.02473,fecha_formato_invalido
611,,2585,42,5,8,1478.89,182.27,269.51362,fecha_formato_invalido
612,,2405,19,6,11,1442.2,"88,02",140512.93,fecha_formato_invalido
613,,83,33,1,3,73288.0,176.49,22423.95,fecha_formato_invalido
614,,3,57,2,3,1.76863,292.06,260328.94,fecha_formato_invalido
615,,2333,78,15,1,1390.73, 128.13 ,164935.64,fecha_formato_invalido
616,,1425,40,4,2,822.72,203.05,50.83111,fecha_formato_invalido
617,,1915,66,3,11,137.37,12.48,18086.66,fecha_formato_invalido
618,,121,80,14,8,49155.0,"109,63",23521.26,fecha_formato_invalido
620,,2727,2,6,9,,,346.2975,fecha_formato_invalido
621,,1361,48,3,7,,19.56,,"monto_asegurado_error,fecha_formato_invalido"
622,,2019,35,5,2,29708.0,,,"monto_asegurado_error,fecha_formato_invalido"
623,,1010,41,7,1,11823.0,21.24,,"monto_asegurado_error,fecha_formato_invalido"
624,,2134,33,10,6,474.87,,24255.64,fecha_formato_invalido
625,,654,15,4,5,862.91,58.54,60318.88,fecha_formato_invalido
626,,2766,34,15,8,126.3,-,,"monto_asegurado_error,fecha_formato_invalido"
627,,2276,77,15,11,539.59, 75.27 ,,"monto_asegurado_error,fecha_formato_invalido"
629,,789,28,5,12,1.68674,-,43854.63,fecha_formato_invalido
630,,2423,76,1,11,409.54,29.13,25.58169,fecha_formato_invalido
631,,1836,55,13,5,331.16,"24,16",,"monto_asegurado_error,fecha_formato_invalido"
632,,1080,75,15,12,1462.54,"248,29",252291.54,fecha_formato_invalido
633,,1450,64,12,2,,196.08,165.82035,fecha_formato_invalido
634,,2054,73,11,7,616.87,43.23,42391.68,fecha_formato_invalido
636,,1314,70,7,2,1.03277,"54,39",80684.29,fecha_formato_invalido
639,,135,21,15,3,1793.33, 96.03 ,,"monto_asegurado_error,fecha_formato_invalido"
640,,1863,29,13,6,1350.54,142.50,,"monto_asegurado_error,fecha_formato_invalido"
641,,1749,60,14,10,1292.44,294.27,124029.24,fecha_formato_invalido
643,,1158,19,3,6,462.9, 44.07 ,60.58146,fecha_formato_invalido
644,,1827,44,1,3,1990.49,361.62,226537.35,fecha_formato_invalido
645,,2176,30,10,7,1437.43,"225,46",,"monto_asegurado_error,fecha_formato_invalido"
647,,2618,7,3,6,655.45,-,62624.03,fecha_formato_invalido
648,,2333,67,13,7,,62.41,87142.15,fecha_formato_invalido
649,,2295,43,12,8,387.19, 93.15 ,30895.41,fecha_formato_invalido
650,,2390,49,15,6,619.52,149.92,117620.78,fecha_formato_invalido
651,,2942,16,1,1,23996.0,,26594.71,fecha_formato_invalido
652,,2387,112,10,12,, 57.46 ,120076.09,fecha_formato_invalido
653,,642,23,8,11,,195.98,353.1134,fecha_formato_invalido
654,,1871,16,10,8,352.81,"41,06",18489.87,fecha_formato_invalido
655,,1983,64,8,4,538.85,104.77,90.38698,fecha_formato_invalido
656,,2651,76,8,10,229.69,-,42318.79,fecha_formato_invalido
657,,1083,51,7,12,1959.73,334.82,214.70116,fecha_formato_invalido
658,,944,48,7,7,,217.42,165.03761,fecha_formato_invalido
659,,2180,58,12,12,,263.96,,"monto_asegurado_error,fecha_formato_invalido"
660,,1890,50,5,12,859.64,159.62,162584.35,fecha_formato_invalido
661,,2348,51,3,8,700.8, 132.88 ,46266.8,fecha_formato_invalido
662,,253,51,4,7,33293.0,,54153.59,fecha_formato_invalido
663,,2679,47,13,4,1753.61,328.92,,"monto_asegurado_error,fecha_formato_invalido"
664,,2229,51,8,8,, 60.01 ,,"monto_asegurado_error,fecha_formato_invalido"
665,,1334,38,12,9,407.01, 87.27 ,,"monto_asegurado_error,fecha_formato_invalido"
667,,2562,48,2,12,1201.35,"251,44",186.83382,fecha_formato_invalido
668,,2830,70,6,9,,"1,576.20",199.08094,fecha_formato_invalido
669,,2225,57,9,10,1020.81,-,184.6432,fecha_formato_invalido
670,2026-01-13,2044,120,7,5,1.36798,156.21,,monto_asegurado_error
673,,2597,38,7,6,,49.02,38687.42,fecha_formato_invalido
674,,2057,15,10,2,722.61,62.33,,"monto_asegurado_error,fecha_formato_invalido"
676,,1547,3,10,9,1514.6,"359,20",188579.89,fecha_formato_invalido
677,,1808,68,9,6,1071.75,-,119.04327,fecha_formato_invalido
678,,1082,77,15,7,175.81,24.09,30233.32,fecha_formato_invalido
680,,2428,69,14,4,297.32, 26.01 ,37770.58,fecha_formato_invalido
681,,1320,71,6,5,113.21,22.17,3632.72,fecha_formato_invalido
682,,960,32,15,1,1.56081,-,,"monto_asegurado_error,fecha_formato_invalido"
684,2025-08-27,1741,32,1,10,1867.34,,,monto_asegurado_error
685,,46,8,11,11,620.06,154.51,86260.73,fecha_formato_invalido
686,,3818,24,12,3,839.28, 66.76 ,94857.83,fecha_formato_invalido
687,2025-02-04,1880,57,6,4,,259.22,,monto_asegurado_error
688,,1246,1,8,6,1438.09,,,"monto_asegurado_error,fecha_formato_invalido"
690,,1981,67,15,6,487.57, 79.88 ,81209.64,fecha_formato_invalido
691,2025-09-03,989,1,14,7,1392.56, 227.37 ,,monto_asegurado_error
692,,1815,21,4,9,819.6,"96,05",77.43369,fecha_formato_invalido
694,,2574,70,15,6,,252.51,76.5773,fecha_formato_invalido
695,,68,37,2,6,165.57,23.74,31623.31,fecha_formato_invalido
696,,2602,47,11,7,0.0,,265041.16,fecha_formato_invalido
697,,2269,76,3,3,,"69,43",225420.02,fecha_formato_invalido
699,,2989,29,4,6,176.01,35.67,,"monto_asegurado_error,fecha_formato_invalido"
702,,2298,14,4,1,49815.0,"87,35",36330.25,fecha_formato_invalido
703,,629,48,8,4,, 59.78 ,,"monto_asegurado_error,fecha_formato_invalido"
704,,1148,47,1,9,166.86,27.17,18523.15,fecha_formato_invalido
705,,1138,23,7,2,566.86, 131.31 ,37.09832,fecha_formato_invalido
707,,183,33,10,9,995.96,"135,17",23669.23,fecha_formato_invalido
708,,2745,54,1,12,1613.21,171.43,228.52287,fecha_formato_invalido
709,,1157,20,6,6,71590.0,"48,15",39762.71,fecha_formato_invalido
710,,2358,46,5,3,,,278081.15,fecha_formato_invalido
711,,641,61,2,3,813.02, 74.07 ,21034.0,fecha_formato_invalido
712,,1849,32,4,3,,-,177.14868,fecha_formato_invalido
713,,1577,69,8,11,1427.45, 286.22 ,178.49202,fecha_formato_invalido
714,,2028,21,14,12,1513.02, 197.69 ,,"monto_asegurado_error,fecha_formato_invalido"
715,,765,5,4,2,823.82,-,,"monto_asegurado_error,fecha_formato_invalido"
716,,818,14,11,6,1601.2,,287682.28,fecha_formato_invalido
717,,910,65,9,12,,,263.7378,fecha_formato_invalido
718,,3715,34,13,2,1.7275,286.70,60.81277,fecha_formato_invalido
719,,156,19,7,11,390.45,-,68449.14,fecha_formato_invalido
721,,2905,79,15,9,175.38,,22820.73,fecha_formato_invalido
722,,381,51,9,11,1869.07,"135,96",51502.21,fecha_formato_invalido
723,,74,25,10,1,1225.41,295.09,30279.76,fecha_formato_invalido
724,,1166,64,5,9,1659.38,,167.26404,fecha_formato_invalido
725,,626,77,13,4,,"63,88",54483.6,fecha_formato_invalido
727,,3672,53,10,9,522.25,114.09,44237.52,fecha_formato_invalido
729,,969,15,13,6,1362.99,"226,44",92186.61,fecha_formato_invalido
730,,1781,22,3,7,156.39,25.56,5302.74,fecha_formato_invalido
731,,1200,7,15,9,1.9092,168.12,40.86507,fecha_formato_invalido
732,,452,78,11,11,1.16668,"1,970.59",38790.36,fecha_formato_invalido
734,,1626,54,6,12,,"73,30",109112.3,fecha_formato_invalido
735,,2042,44,4,3,300.58,44.85,42.92538,fecha_formato_invalido
736,,1903,67,10,12,1.82472,428.64,231848.32,fecha_formato_invalido
737,,1058,21,12,5,276.22,29.98,45596.72,fecha_formato_invalido
738,,1081,12,10,1,1380.67,"180,12",107432.37,fecha_formato_invalido
739,,2661,12,15,8,836.47,,86215.93,fecha_formato_invalido
741,,1634,8,12,8,1128.26,272.87,195.55462,fecha_formato_invalido
742,,1299,38,11,7,1888.13,148.97,346893.42,fecha_formato_invalido
743,,2094,34,7,1,487.42,"103,01",92343.41,fecha_formato_invalido
744,,2029,37,7,5,68327.0,"138,19",42398.07,fecha_formato_invalido
745,,2831,28,8,11,253.24,-,35801.44,fecha_formato_invalido
746,,1981,69,7,10,1.67944,335.69,170.49077,fecha_formato_invalido
747,,1140,37,8,5,,165.16,114736.18,fecha_formato_invalido
748,,1748,65,13,6,354.66,,60506.04,fecha_formato_invalido
749,,339,15,9,6,1261.69,,183418.98,fecha_formato_invalido
750,,628,65,2,9,57046.0,111.80,51514.15,fecha_formato_invalido
751,,389,12,10,6,,,,"monto_asegurado_error,fecha_formato_invalido"
753,,334,24,6,7,997.79, 77.23 ,20370.53,fecha_formato_invalido
754,,1887,15,5,2,41949.0,87.35,45902.66,fecha_formato_invalido
756,,2714,114,10,3,, 294.64 ,,"monto_asegurado_error,fecha_formato_invalido"
757,,917,51,5,11,1578.22,,162335.4,fecha_formato_invalido
758,,1314,14,2,11,1781.89,"115,34",245915.97,fecha_formato_invalido
759,,1143,68,14,5,,323.94,,"monto_asegurado_error,fecha_formato_invalido"
760,,1944,8,13,12,, 107.19 ,,"monto_asegurado_error,fecha_formato_invalido"
761,,923,15,7,12,,88.27,154721.09,fecha_formato_invalido
762,,1236,35,12,10,,230.51,183137.35,fecha_formato_invalido
763,,856,58,1,11,537.9,"55,57",27125.8,fecha_formato_invalido
765,,559,69,5,8,988.43,"242,22",155655.94,fecha_formato_invalido
766,,962,28,12,1,920.18,48.98,,"monto_asegurado_error,fecha_formato_invalido"
767,,1765,12,2,10,698.16, 138.73 ,,"monto_asegurado_error,fecha_formato_invalido"
768,,35,28,8,10,,118.12,121071.74,fecha_formato_invalido
769,,396,51,3,5,925.09, 174.43 ,39.64583,fecha_formato_invalido
770,,2358,78,1,6,1447.18,,239178.75,fecha_formato_invalido
771,,2710,78,1,4,,"162,20",51.45819,fecha_formato_invalido
772,,1784,42,12,8,1.99785,397.22,298.61814,fecha_formato_invalido
774,,918,33,14,11,20295.0, 45.59 ,16.81251,fecha_formato_invalido
775,2025-06-08,2127,33,1,1,76.43,"17,42",,monto_asegurado_error
776,,698,47,7,1,600.01,,74745.15,fecha_formato_invalido
777,,1358,11,2,9,26861.0,,,"monto_asegurado_error,fecha_formato_invalido"
778,,985,14,6,1,906.43,197.27,156863.2,fecha_formato_invalido
779,,164,30,13,3,1.41615,"105,26",145214.83,fecha_formato_invalido
780,,1718,37,6,11,1034.9,238.56,54231.24,fecha_formato_invalido
782,,2357,40,1,1,,"130,95",,"monto_asegurado_error,fecha_formato_invalido"
784,,186,42,4,5,1720.11, 206.62 ,208688.06,fecha_formato_invalido
786,,2374,64,14,1,, 131.34 ,168624.82,fecha_formato_invalido
787,,2710,39,14,5,1580.94,230.02,168.58719,fecha_formato_invalido
788,,75,11,6,6,1927.29,"195,06",136435.5,fecha_formato_invalido
789,,887,63,5,5,1870.9,299.18,157.62069,fecha_formato_invalido
790,,1113,24,1,12,1814.13,-,362723.77,fecha_formato_invalido
791,,1594,74,6,11,1039.64,167.65,32056.7,fecha_formato_invalido
792,,1736,79,9,1,1586.52,"138,79",164431.84,fecha_formato_invalido
793,,1975,78,14,7,1613.84,"220,24",,"monto_asegurado_error,fecha_formato_invalido"
794,,458,50,4,11,,"103,34",153868.32,fecha_formato_invalido
795,,1952,68,1,8,,99.43,37579.58,fecha_formato_invalido
796,,1968,39,4,3,,"227,97",,"monto_asegurado_error,fecha_formato_invalido"
797,,484,23,10,5,87003.0, 89.24 ,56.12556,fecha_formato_invalido
798,,1430,13,2,11,332.92, 70.56 ,,"monto_asegurado_error,fecha_formato_invalido"
799,,889,74,15,5,,"268,59",95455.53,fecha_formato_invalido
