id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
3264,2025-10-29,903,36,10,7,22011.0,49.64,20091.47
3277,2025-10-16,937,41,5,9,1237.85,"236,33",29.91547
3284,2025-09-10,789,76,3,7,1658.76, 209.80 ,322345.02
3292,2025-10-24,1478,74,14,7,, 42.88 ,27.07636
3298,2025-11-28,2231,5,1,1,1.53983,261.78,199295.4
3299,2025-04-15,1042,53,8,1,76710.0, 174.59 ,43169.15
3300,2026-01-17,20,80,5,9,,"320,94",152308.36
3302,2025-03-26,2807,3,5,9,1429.32,"187,30",244181.84
3303,2025-08-01,2403,72,11,4,396.6,93.07,65779.47
3305,2026-01-29,352,69,2,12,,,18708.32
3311,2026-02-08,169,7,6,1,,248.78,74702.36
3331,2025-05-03,1047,11,4,6,1249.63,187.38,35164.44
3343,2025-10-16,67,57,4,9,94707.0,,134.23574
3344,2026-01-19,173,10,3,8,, 70.84 ,45543.34
3362,2025-10-06,2683,20,13,1,1259.88, 67.24 ,27736.02
3363,2025-04-23,2006,59,10,10,,218.96,223932.62
3367,2025-09-20,710,51,11,10,0.0,241.98,163333.79
3379,2025-10-10,2539,20,15,7,, 48.14 ,21671.3
3380,2025-12-21,1180,47,6,5,,50.08,31.11069
3389,2025-01-01,2740,69,2,8,-1626.21,"400,73",167731.7
3393,2025-12-28,1552,72,3,9,1.57438, 219.28 ,238996.99
3394,2025-01-28,1406,18,10,2,,211.10,200140.81
3401,2025-06-11,956,28,5,12,1.99312,-,298022.21
3405,2026-01-22,442,56,11,12,,380.63,94622.85
3407,2025-02-21,2444,73,10,8,1.40346,"327,10",119815.43
3408,2025-03-07,2728,48,2,3,, 104.68 ,61915.62
3414,2025-04-06,1039,34,4,4,1891.6, 460.20 ,324821.4
3426,2025-05-04,2981,2,7,10,, 249.83 ,323.95045
3429,2025-04-24,1240,68,2,9,,143.72,66.56741
3441,2026-01-29,2110,70,5,5,, 321.02 ,16.20702
3443,2026-02-05,1745,20,1,7,1791.71,211.84,193915.09
3454,2025-02-25,1422,50,8,10,, 177.41 ,103541.51
3467,2025-05-24,2008,16,15,1,1684.45,,48.1151
3469,2025-08-18,2095,70,12,4,,12.80,44133.6
3471,2025-08-01,1629,13,5,10,1061.48,-,154227.99
3480,2025-12-31,3528,98,3,4,1677.36,"202,65",190375.17
3483,2025-12-23,1982,36,1,12,27299.0,"64,68",50990.24
3488,2026-01-18,2966,10,2,6,-1.10814,,117015.29
3503,2025-12-15,744,79,14,4,1.46812,"294,30",208024.37
3524,2025-10-24,2891,34,5,8,1.87248,"94,77",324411.61
3526,2025-07-14,3550,21,9,10,1.34082, 219.98 ,168637.17
3543,2025-08-11,1190,79,5,3,8761.0,19.64,8771.13
3544,2025-09-13,736,55,9,3,1911.12,395.92,158755.95
3549,2025-11-14,322,18,6,8,494.38, 87.53 ,25003.36
3559,2026-02-06,1268,30,7,3,117.0,,20065.73
3568,2025-05-18,894,42,12,1,1596.39,,284746.75
3574,2025-07-03,2419,12,7,6,,,256025.43
3578,2025-12-24,3630,18,14,11,1609.14,-,222228.27
3580,2026-02-05,2983,16,2,9,624.24, 130.01 ,57020.38
3583,2026-02-18,1230,19,1,10,1092.84,"137,21",180.15362
3589,2025-06-20,2217,13,2,10,662.84,62.56,62.41473
3590,2026-02-11,1023,49,9,6,1117.07,-,160063.75
3596,2025-11-01,1848,53,5,5,453.71, 30.69 ,22638.39
3597,2025-03-28,742,37,2,5,1.8295,117.98,214088.95
3599,2025-08-01,2446,50,13,8,, 51.85 ,96011.41
3605,2025-08-15,1366,59,12,9,65.35,,7939.97
3609,2025-03-05,2304,43,11,6,201.81,336.02,20.99338
3611,2025-08-16,1010,16,5,4,150.61,32.26,30.0733
3624,2026-01-01,1722,3,13,7,542.8,130.48,36639.03
3641,2025-12-26,2721,22,8,12,943.18,"211,79",164.67236
3649,2025-10-09,1272,77,14,9,886.86,"55,13",77.59871
3658,2025-10-03,628,31,3,11,0.0,126.13,313310.72
3667,2025-09-14,2967,39,12,12,1734.47,"323,82",107767.82
3706,2025-03-20,2212,38,5,6,,38.08,42449.91
3707,2026-01-08,901,68,5,9,-274.24,"31,54",6.21147
3714,2025-05-02,40,39,15,5,525.81,"112,63",24720.4
3724,2025-03-18,895,7,5,6,, 335.67 ,54.22989
3725,2026-02-14,369,22,5,10,1886.96,,220.75406
3726,2025-03-16,1755,79,5,2,1766.4,,63517.15
3735,2025-10-11,2519,15,8,7,46603.0,-,22139.11
3736,2025-07-26,1106,43,10,10,,60.64,102631.51
3743,2025-11-30,475,11,7,11,432.5,-,24338.75
3752,2025-05-03,294,15,10,8,1583.56,"133,07",304.54689
3757,2025-09-10,2805,15,5,10,20253.0,27.61,18433.27
3761,2025-12-01,2524,63,2,3,274.53,"39,49",22917.36
3765,2025-10-11,1956,37,3,3,,202.57,242485.87
3768,2025-05-11,770,1,13,1,57536.0, 32.32 ,30.95473
3785,2025-09-03,979,71,4,4,, 164.31 ,187645.55
3787,2025-10-04,1973,64,9,2,, 147.51 ,140.5138
3790,2025-03-23,673,18,6,5,637.52, 146.91 ,87363.25
3801,2025-05-05,560,23,13,9,974.08,,45893.81
3803,2025-05-24,397,41,8,5,1894.88,,128220.88
3810,2025-08-10,3552,7,12,1,262.93,60.84,16.45305
3813,2025-03-04,614,66,14,9,, 141.98 ,74045.16
3817,2025-06-23,1631,76,9,3,,,182140.04
3818,2025-03-08,1912,60,6,5,1.87824,420.05,162215.85
3821,2025-12-18,2217,50,14,12,726.25,38.91,124016.12
3827,2026-01-24,744,19,1,9,1278.57,87.31,182729.7
3828,2025-02-17,536,66,5,1,1.56926,333.87,171362.99
3838,2026-02-04,453,57,8,6,966.22, 213.68 ,164970.33
3850,2025-06-13,1842,37,5,2,,"201,07",218747.19
3851,2025-11-23,313,72,6,2,1.7405,"420,45",279212.72
3855,2025-05-21,1070,35,11,5,50.86, 7.20 ,2204.66
3859,2025-07-17,1747,12,1,3,1525.84,"100,92",223031.86
3862,2025-03-04,1960,7,14,11,1.39389, 186.08 ,259479.61
3866,2025-02-04,916,22,2,5,1380.36,,146267.82
3875,2025-10-03,1343,2,15,5,1969.31,416.27,342612.29
3877,2025-08-03,2850,51,2,5,,"104,04",76010.43
3888,2025-03-20,2206,43,12,7,687.6,"111,03",21458.48
3889,2025-05-18,1720,43,1,4,34587.0,"66,44",59985.57
3898,2025-09-05,987,36,12,8,618.38,53.87,20572.35
3899,2025-02-25,2607,6,3,11,126.99,10.32,20362.49
3909,2025-01-13,2940,70,13,10,62528.0,81.99,30.10376
3915,2025-10-18,1949,28,1,2,644.27,"41,27",23958.86
3929,2025-09-23,172,73,3,3,,389.26,146.92741
3933,2025-10-05,935,7,5,1,,,94406.82
3935,2025-04-04,126,34,15,4,0.0,,92172.37
3937,2026-01-16,5,78,7,7,,167.84,177.93802
3939,2025-12-29,327,42,10,7,675.49, 64.54 ,28103.86
3942,2025-06-01,955,9,10,5,78538.0, 155.93 ,80052.41
3947,2025-03-16,282,41,8,3,1837.03,,122260.44
3953,2025-03-19,1168,41,1,8,79433.0,86.06,73617.04
3962,2025-10-02,202,47,11,1,141.69,"27,45",28.03543
3968,2025-05-22,2164,37,3,10,1574.39,,189744.83
3970,2025-06-02,2096,71,4,8,1.0022,-,166.26185
3972,2025-07-13,625,26,11,6,1959.75,,304054.11
3973,2025-05-28,150,42,8,10,,59.75,70626.1
3980,2025-07-16,262,118,13,4,,121.99,38901.98
3994,2026-01-27,674,5,14,6,72.83,8.78,11.85091
3995,2025-04-29,1946,69,10,5,1678.73,"281,50",286442.34
3999,2025-03-17,85,41,14,4,1.33147,316.97,239524.85
4005,2025-10-21,1622,3,9,8,1792.5,308.47,235914.45
4009,2025-12-02,582,70,13,4,333.04,,44630.44
4018,2025-11-05,374,41,5,1,, 29.85 ,25557.16
4028,2025-04-17,768,58,15,8,,-,87.85106
4033,2025-06-29,1587,42,14,8,,"42,17",88409.25
4035,2025-05-16,504,43,4,6,643.09,98.94,34605.23
4036,2025-06-23,2253,22,1,10,52204.0,62.10,37862.14
4049,2025-10-01,2775,47,1,2,560.14, 86.84 ,57233.59
4054,2025-03-20,2390,47,11,12,79436.0,,19441.91
4057,2026-01-07,2413,70,6,2,294.61,38.46,43710.54
4059,2025-09-14,1054,68,7,1,0.0,113.91,141636.37
4080,2025-08-23,310,65,10,4,,91.37,53175.74
4089,2025-12-15,1474,75,13,5,, 113.15 ,85808.03
4093,2025-11-03,2749,29,15,10,,"217,93",36629.44
4102,2025-03-25,1797,71,1,9,1765.19, 91.92 ,213878.48
4109,2025-06-29,1435,32,3,12,1982.49, 171.03 ,274626.86
4112,2025-10-19,339,66,11,3,1727.58,380.02,336182.44
4115,2025-11-02,1650,43,1,2,954.73,76.47,60175.69
4117,2025-07-02,930,61,7,7,263.43,18.89,45751.81
4119,2025-07-29,1541,57,15,2,, 69.87 ,27527.88
4122,2025-01-07,945,45,8,5,532.8,-,77743.62
4123,2025-04-26,9,34,15,1,951.86, 67.51 ,105297.07
4128,2025-10-20,429,22,3,7,, 104.93 ,71241.5
4152,2026-02-15,1986,34,5,9,1.7388,293.40,206976.23
4168,2025-12-10,3770,56,3,1,,,276074.43
4177,2025-09-28,2872,53,11,12,750.97, 171.46 ,28036.76
4178,2025-04-03,1413,39,9,11,1345.16,240.90,54.91353
4179,2025-02-17,2159,60,15,12,907.04,200.31,176845.7
4181,2026-02-15,607,33,2,6,1472.34,204.76,74159.91
4185,2025-09-17,2375,52,6,8,175.18,17.99,31775.18
4189,2026-02-03,2099,32,7,8,1229.34,"2,077.76",49317.28
4191,2026-01-13,3733,32,5,3,1345.26,91.86,222321.43
4197,2025-10-23,2557,57,4,7,1725.99,,280209.76
4214,2025-04-09,1022,73,13,10,1830.51, 94.55 ,254883.11
4225,2025-07-25,1530,65,6,6,1486.25, 301.26 ,266496.34
4226,2025-12-10,1793,12,8,3,1505.99,182.13,140.97484
4232,2025-05-05,306,10,15,6,818.27,193.15,31.24209
4233,2025-07-01,2663,50,8,12,598.5,83.96,47312.83
4238,2025-09-15,2341,33,1,7,307.86,50.76,8645.89
4253,2025-02-06,2143,9,5,10,785.47,"128,34",155308.55
4264,2026-01-12,2761,74,7,2,1370.84, 1794.89 ,37333.58
4270,2025-01-09,619,1,1,6,410.77,48.51,67444.03
4279,2025-07-11,1818,10,1,2,,60.38,36.67371
4284,2025-08-13,2340,25,15,5,, 119.83 ,194301.11
4295,2025-06-18,2462,7,5,7,1.11313,219.04,187.41848
4297,2025-12-18,2620,57,2,5,991.83,"136,94",195959.79
4306,2025-07-28,2473,80,4,8,1.90317,,189443.7
4313,2025-01-10,1251,47,6,3,,390.24,156.44683
4319,2025-06-23,2001,73,15,6,,"99,21",131611.76
4329,2025-11-05,3594,52,3,7,, 97.86 ,83684.42
4330,2025-03-24,1629,74,8,10,718.28, 87.39 ,104.3638
4340,2026-02-01,1827,80,14,4,1338.97, 313.77 ,182955.91
4351,2025-07-26,1497,45,7,3,230.68,29.09,12.42873
4352,2025-08-25,105,6,13,1,1583.74,,281517.34
4364,2025-05-11,65,60,11,2,631.31,-,96095.97
4371,2025-12-05,1487,32,11,9,,260.63,84292.37
4381,2025-04-17,1002,15,7,5,72.08, 4.35 ,11.7428
4383,2025-01-29,1793,73,8,8,1.44817,89.05,106.22943
4391,2025-02-12,1172,2,2,10,14996.0,"32,46",26632.11
4412,2025-07-19,1289,50,4,6,1185.53,,69.09345
4414,2026-01-30,100,12,8,10,1710.57, 168.89 ,327486.19
4420,2025-10-10,668,8,11,2,669.7,80.42,19298.58
4426,2025-11-11,1467,52,13,2,,494.30,154930.71
4432,2025-05-26,1025,12,5,4,,-,105.77977
4436,2025-01-21,1888,71,15,2,, 71.67 ,50.89018
4442,2025-10-03,571,30,2,7,698.68,"109,64",66684.93
4444,2025-05-06,186,41,4,11,1078.97,"106,19",114795.75
4463,2025-12-12,2286,64,7,6,1288.12,,154609.56
4484,2025-03-20,1203,43,9,6,349.56,52.12,14.73465
4488,2025-12-30,1165,17,5,2,,"175,03",128805.76
4498,2025-12-18,1831,55,15,12,1172.05,-,170045.89
4499,2025-11-27,2081,47,14,3,716.41,146.78,51.56167
4511,2025-07-05,2634,22,2,6,1987.19,"247,20",353211.56
4525,2025-03-26,2331,16,4,11,1267.15, 228.71 ,39592.3
4527,2025-12-01,2524,42,7,4,1167.58,,65473.5
4545,2025-10-04,2619,61,1,10,712.8,97.10,62.76643
4570,2025-05-04,75,24,2,6,,"46,91",32499.08
4573,2025-12-19,205,36,8,12,314.51, 51.71 ,51411.46
4580,2025-02-26,208,63,3,3,,191.24,207044.28
4586,2025-04-19,2272,62,13,10,1961.67, 100.91 ,43.18592
4597,2026-01-22,1276,54,3,4,408.26,"99,79",57669.52
4609,2025-01-29,1548,36,13,9,1648.4, 131.42 ,92362.01
4618,2025-06-20,1047,48,15,9,908.89,"137,74",49.68458
4628,2026-01-23,1565,79,6,1,,13.72,4.30597
4638,2025-05-07,1996,8,7,11,,263.84,313652.67
4639,2026-02-09,491,52,3,9,397.01,22.18,46.18556
4643,2025-08-04,2897,48,14,8,1.56033,,254229.23
4653,2025-08-25,1943,46,11,8,1468.89,84.49,87359.48
4655,2025-08-31,205,32,2,1,134.83, 15.62 ,5429.36
4658,2025-12-06,1254,19,10,5,1575.25,,113201.45
4660,2026-02-04,676,73,5,11,272.15,"62,83",53236.45
4672,2026-01-09,166,29,15,2,797.48, 183.04 ,106.70316
4675,2025-02-19,1738,51,1,4,479.45,116.45,48.50608
4682,2025-02-28,948,31,12,10,31326.0,41.86,35741.27
4689,2025-03-28,1703,69,5,4,257.49,359.05,17889.67
4703,2025-01-18,89,69,15,10,1653.49,178.22,286372.63
4711,2025-07-11,438,36,6,9,820.74,87.33,141608.12
4728,2025-06-23,1985,27,11,7,1.67771,"99,76",263335.65
4731,2026-01-14,2338,80,11,6,828.07,206.40,78217.76
4737,2025-03-21,382,63,12,11,360.74,69.10,9554.15
4745,2025-10-31,17,10,12,10,1962.36,"127,07",331.83267
4747,2025-08-23,1130,50,6,10,221.56,49.46,8.14011
4748,2025-10-28,2195,1,10,3,,"109,28",51743.71
4752,2025-09-30,511,47,12,3,1.00038,"181,79",166529.54
4753,2025-03-08,1987,61,15,3,,50.97,71.48977
4757,2025-03-17,1759,7,5,1,, 188.15 ,141.93243
4767,2025-07-26,2511,10,11,9,582.28,,42533.5
4769,2025-09-18,1600,38,15,12,91.84,18.85,5351.24
4777,2025-11-23,2701,63,3,6,571.27, 95.07 ,90.33984
4782,2025-09-06,1267,38,1,2,,"95,89",38529.82
4788,2026-01-10,1980,43,8,6,327.85,65.22,13081.23
4789,2025-04-23,784,55,8,4,1459.64,128.13,49174.92
4795,2025-03-27,2264,1,11,5,434.91, 86.97 ,84670.06
4797,2025-12-25,1454,52,3,10,33379.0,,53.86882
4815,2025-03-07,1892,4,8,10,706.93, 168.16 ,35279.73
4832,2025-02-28,2813,17,9,6,1349.57,"279,61",203754.28
4837,2025-01-16,2350,9,2,8,1992.67,421.71,260.80377
4841,2025-12-20,432,46,15,8,257.42, 54.36 ,29.1889
4843,2025-09-29,1339,15,9,9,733.98,64.24,65329.87
4850,2025-07-17,482,9,1,7,1464.89, 173.38 ,200070.49
4862,2025-10-13,405,2,3,2,9730.0,,11085.56
4869,2025-01-18,2049,37,15,7,1.10271, 110.78 ,50.81471
4870,2025-07-15,2782,34,11,12,406.03,34.63,61.6809
4873,2026-01-12,1987,32,6,10,752.44,38.98,52485.24
4882,2025-02-08,1771,13,7,7,163.9,36.13,21008.78
4889,2025-11-10,2805,80,9,2,1026.52,155.17,66073.89
4894,2025-10-27,1531,52,2,6,205.05,35.24,6577.21
4904,2025-10-22,1904,22,7,4,24360.0,,35378.16
4909,2026-01-08,2747,67,13,9,411.72,67.37,73299.25
4927,2025-12-27,688,99,15,10,,15.39,4872.17
4932,2025-08-30,1616,6,7,7,420.95,86.88,28.02636
4941,2025-08-28,1941,40,2,5,1667.22,83.77,82.58993
4943,2025-09-21,2457,61,2,3,,287.56,195604.67
4965,2025-03-24,260,47,6,1,,,161851.4
4966,2025-04-19,1114,12,4,1,899.89,83.88,142753.97
4972,2025-07-27,349,44,5,7,302.27, 46.33 ,24.4092
4974,2025-09-15,2851,51,5,11,1345.42, 273.31 ,73654.63
4984,2025-02-19,1480,3,5,2,864.44,66.73,111.63565
4985,2025-01-05,171,61,13,11,96912.0, 230.61 ,146688.9
4990,2025-03-11,199,70,11,2,,26.32,19.522
4991,2025-10-14,2134,18,12,5,1.29841,232.35,127.58138
4992,2025-04-27,1444,60,3,3,679.74,"142,51",125.2202
5012,2025-10-23,19,10,1,12,1581.68, 263.60 ,271920.81
5025,2026-01-11,2070,28,5,5,165.34,"38,47",9.30492
5036,2025-05-25,822,51,14,6,1.87332,273.59,75187.56
5041,2025-03-23,397,66,10,5,1795.95, 125.14 ,219413.86
5043,2025-08-25,952,20,13,6,189.61,21.64,13520.98
5048,2025-10-30,324,53,11,7,1336.24,293.25,39889.27
5050,2025-08-22,431,66,2,11,79.91,9.97,10916.37
5051,2025-06-29,2639,48,6,7,93335.0, 172.37 ,28994.07
5060,2025-04-22,1041,46,3,5,1680.9,"177,18",174329.98
5064,2025-12-22,1209,67,2,10,,58.29,36006.94
5071,2025-01-06,1071,37,15,1,,96.90,81504.54
5086,2026-02-17,1157,43,9,10,390.43,,53022.76
5095,2025-02-18,360,23,6,7,1613.52,-,190345.33
5131,2025-12-27,503,57,3,2,1224.42,,142130.43
5137,2025-09-03,1651,23,6,7,1436.77, 127.30 ,29498.77
5141,2025-12-10,1294,72,11,10,1569.44,368.37,207627.95
5155,2025-07-23,2865,62,4,1,1293.97, 108.71 ,79187.21
5156,2025-06-02,2660,68,6,10,,"266,31",234.00857
5165,2025-08-19,1500,31,4,5,1599.56,,48.29135
5170,2026-02-15,1423,61,6,10,1560.12,259.99,230.44695
5172,2025-05-15,1564,46,10,5,17262.0, 11.29 ,19.12462
5184,2025-04-30,2825,52,5,12,,21.82,19.72222
5190,2025-01-14,1501,36,6,7,1116.22,"91,47",180936.75
5191,2025-09-20,2777,65,3,10,99476.0,91.38,34551.8
5193,2025-03-29,1152,47,1,12,1381.0,280.18,206998.77
5207,2025-01-29,872,60,8,4,1426.42,-,45672.79
5211,2025-12-08,124,70,5,5,61434.0, 34.66 ,34193.83
5214,2025-04-28,1992,35,1,5,115.13, 15.01 ,15728.26
5228,2025-08-07,358,50,12,10,1.98954,"290,48",74.88767
5242,2025-09-28,290,47,7,5,511.28, 86.21 ,25730.85
5255,2025-07-09,2244,6,11,9,16215.0, 18.89 ,22699.79
5262,2025-06-16,2732,26,3,12,324.79,41.26,45.29107
5265,2026-02-03,2250,37,14,8,1845.28,"281,01",139855.03
5287,2025-01-12,377,74,11,10,88270.0,121.67,65495.31
5304,2025-07-01,1206,64,5,7,,158.93,179161.89
5314,2025-06-26,2450,49,11,3,706.82, 90.61 ,52421.46
5315,2025-09-05,1530,27,10,4,1166.11,61.67,26.17626
5316,2025-03-20,1142,56,5,8,0.0,73.20,188719.2
5320,2026-02-10,2524,34,8,9,682.96,111.73,27654.16
5324,2025-09-15,917,6,4,8,708.57,"116,02",54270.67
5326,2025-11-27,603,68,14,10,1854.33,,219116.93
5328,2025-10-21,1361,80,7,7,1375.51, 284.33 ,83623.39
5335,2026-01-20,1637,7,13,5,1496.07,267.18,133549.76
5338,2025-05-22,2651,79,8,8,81983.0,123.01,34516.38
5340,2025-08-14,2780,14,7,1,1166.18, 228.29 ,176765.63
5346,2025-08-30,389,20,11,9,, 203.65 ,134.17959
5351,2025-04-22,726,24,14,10,1546.93, 115.46 ,269453.1
5364,2025-05-25,1894,33,2,11,,"47,97",27.61112
5367,2025-07-03,965,80,8,12,868.0,94.76,39320.47
5385,2025-11-13,984,4,12,1,770.86,149.97,143093.1
5390,2025-05-03,563,40,10,11,,"28,63",18073.21
5413,2025-04-25,1567,26,12,8,1182.07,"1,402.98",223811.31
5416,2025-08-20,1712,64,13,1,1777.44,,338405.27
5425,2025-07-19,2714,61,3,3,617.85,154.34,108003.39
5427,2025-06-22,2608,64,8,7,1223.23,151.95,233552.98
5428,2025-06-05,217,15,11,3,493.72,62.59,43678.77
5436,2025-06-11,910,66,12,12,37888.0,81.61,67722.39
5443,2025-01-24,2778,24,8,12,,-,17282.83
5448,2026-02-19,1035,4,11,9,1.62822,"366,92",58727.83
5450,2025-10-04,712,37,9,8,925.03,"105,73",175356.21
5468,2025-11-04,1554,26,5,2,1447.21,,221805.76
5472,2025-09-20,897,1,3,12,1319.77, 67.86 ,133147.28
5473,2025-05-07,2918,26,9,8,58073.0,99.66,76.88838
5475,2025-12-25,2668,58,3,9,712.96, 127.90 ,141188.82
5480,2025-07-19,2082,29,13,4,88.29, 16.13 ,11.17306
5485,2025-07-01,154,41,10,6,,-,127855.68
5489,2025-09-20,1979,36,14,8,418.64,"89,66",28205.23
5491,2025-09-02,2198,8,1,2,476.67,72.74,40550.98
5499,2026-02-15,255,32,7,7,1103.27, 251.32 ,58725.82
5502,2025-04-05,1176,17,7,5,1448.14,"153,34",164660.51
5514,2025-01-22,1867,29,14,2,769.79,"174,51",126750.85
5522,2025-11-29,3665,23,12,6,1.16147,,199513.01
5528,2025-01-20,2908,40,15,7,953.27,170.41,76696.88
5530,2025-09-02,931,16,13,2,, 206.47 ,168445.71
5541,2025-03-30,2569,76,12,9,94.35,17.65,16552.28
5551,2025-04-28,2316,21,11,6,48561.0,65.91,66.23906
5556,2025-10-07,736,9,8,8,991.03,,128657.95
5566,2025-03-17,2485,48,13,10,1336.81,"107,68",146670.38
5579,2025-10-16,208,70,11,10,1391.76, 334.79 ,257068.0
5582,2025-10-23,1747,34,2,9,,84.18,87535.57
5598,2025-02-25,2086,4,4,6,, 115.82 ,227247.21
5604,2025-05-07,648,42,6,1,1.3241,275.52,107396.46
5606,2025-07-12,1708,57,5,7,, 205.28 ,237383.6
5624,2025-08-30,89,62,14,7,1.40451, 268.14 ,226212.45
5630,2025-07-22,2887,24,9,9,1986.52,,157056.6
5644,2026-01-31,988,41,6,10,1252.74, 302.50 ,25250.04
5653,2025-11-11,537,37,7,5,,232.43,74450.69
5658,2025-11-18,718,32,9,2,,-,104.94863
5665,2025-05-28,2369,2,10,12,1526.28, 91.35 ,35685.26
5667,2025-11-18,1260,25,7,12,932.32,"224,98",59.81927
5670,2026-01-15,3603,41,6,2,1911.81, 387.13 ,163649.66
5675,2025-07-11,1445,26,10,7,1628.23,,231.56654
5677,2025-06-15,778,69,8,8,380.42,42.70,74677.15
5683,2026-01-19,2121,36,15,11,1765.6,137.86,80379.65
5692,2025-07-18,950,68,15,9,1.0621,"120,88",60.24737
5709,2025-04-08,3695,36,8,5,-1202.25,99.84,237.34817
5720,2025-11-14,2975,16,9,6,96271.0,101.95,72339.31
5723,2025-08-24,1214,66,2,1,59441.0,"55,79",90855.01
5726,2025-02-10,2267,63,14,11,-519.05,70.03,97334.6
5734,2025-10-15,2784,66,8,5,340.39,,23247.91
5736,2025-06-17,825,28,12,3,22554.0,39.06,9.20472
5745,2025-04-30,2785,13,14,4,970.7,214.37,60.759
5746,2025-10-31,682,75,2,11,1.85164,379.75,355868.76
5754,2025-10-11,1617,69,11,3,,237.57,242557.51
5781,2025-07-30,2450,17,13,9,,"26,39",5454.27
5792,2025-07-27,1492,65,13,3,0.0,110.03,257939.36
5797,2025-07-15,2338,69,5,12,1297.39,-,243414.26
5800,2025-07-06,573,53,6,3,738.18,84.74,83686.1
5810,2025-11-19,719,23,8,12,1993.65,126.87,318555.97
5814,2025-12-31,2787,20,12,4,1796.86,,260.45948
5826,2025-07-07,2883,59,6,3,273.68,"47,17",50249.82
5839,2025-07-24,1598,14,6,5,131.24,"19,41",22698.88
5849,2025-05-23,2449,59,12,8,1152.8,122.65,160433.13
5859,2025-12-07,287,57,8,1,988.71,190.51,113470.78
5868,2025-02-03,66,35,15,12,470.27,,20840.91
5875,2025-11-09,427,2,5,2,50.16,3.99,8490.62
5879,2025-09-07,1577,69,7,3,1491.74, 299.97 ,112183.64
5892,2025-06-27,965,56,5,3,1.45972,,80937.53
5896,2025-09-16,428,97,14,1,1.57996,"285,72",273.13669
5897,2025-04-09,2181,57,11,6,,222.48,65393.15
5911,2025-09-24,1754,17,12,4,63058.0, 128.20 ,53811.92
5915,2025-11-09,55,68,9,10,1974.64,,96623.22
5921,2025-07-25,1854,67,9,7,436.25,-,17818.81
5927,2025-09-08,770,30,10,2,, 62.13 ,26573.6
5941,2025-03-01,1834,76,7,1,944.01,111.81,152164.62
5959,2025-07-21,2479,23,4,10,,,280208.19
5962,2025-09-03,626,77,4,10,786.79,144.97,91337.03
5966,2025-05-07,2627,29,5,4,260.36,24.30,47.91166
5978,2025-03-07,1232,20,13,8,79.25,5.32,8.1992
5989,2026-02-17,3705,1,4,7,635.39,138.22,112917.47
6001,2025-07-19,984,40,7,11,1508.29,,170.84924
6013,2025-09-13,2273,18,1,3,1008.5,"199,05",133709.61
6017,2026-02-02,2714,39,14,11,66165.0, 157.47 ,52.31076
6021,2025-11-29,2662,37,7,12,-1712.15,"250,29",53238.37
6028,2025-02-27,429,34,13,9,1.1146,"230,24",74.38548
6032,2025-04-08,1989,60,5,3,,-,117593.08
6033,2025-10-05,2228,40,6,2,750.59,"69,76",143256.64
6066,2025-01-16,660,58,6,3,,67.41,90366.24
6069,2025-06-03,2210,80,2,8,,,347731.7
6073,2025-08-11,161,36,6,1,1250.35,"167,11",85339.9
6085,2025-06-23,1652,49,2,12,60006.0,124.74,94613.02
6092,2025-04-20,65,62,4,6,305.61,49.17,9702.07
6094,2025-06-04,2635,16,14,4,94.22,"20,64",7766.01
6099,2025-06-20,1152,39,3,10,,73.59,103352.42
6100,2026-02-18,671,73,6,9,1651.66,294.82,37.92928
6103,2025-07-18,2730,55,8,10,1614.45,"119,16",90901.76
6108,2025-10-08,2253,14,3,6,1302.9,"82,48",96874.68
6109,2025-03-04,131,27,14,1,116.97,"25,33",3543.84
6117,2025-09-14,126,35,3,10,1441.28, 159.11 ,126549.14
6123,2025-09-15,2964,47,7,1,,,260973.31
6124,2025-08-05,736,17,1,5,721.67,"72,51",40851.34
6128,2025-01-14,2613,49,6,6,,14.73,29222.29
6131,2025-12-27,881,32,6,2,1758.5,263.90,191.37176
6148,2025-11-18,1259,52,12,11,1.5953, 235.07 ,115436.27
6155,2025-01-21,2085,21,8,6,1433.32,341.34,212534.04
6165,2025-12-31,1325,9,7,5,,38.14,37530.67
6167,2025-10-29,1245,27,15,7,1.73233,-,290382.61
6178,2025-12-23,1052,47,15,8,47808.0,,12807.35
6183,2025-10-01,894,29,11,3,89585.0,-,178323.46
6186,2025-07-18,1497,36,12,12,1450.14,132.94,227746.09
6192,2025-10-14,763,17,11,8,793.41,93.40,115835.22
6198,2025-10-01,1021,65,1,3,1841.33,,228443.31
6203,2025-01-21,387,31,12,11,1083.95, 192.80 ,50879.03
6213,2026-02-20,2846,4,6,11,1993.04,105.41,290532.04
6215,2025-04-09,599,43,13,11,77205.0,"97,39",111191.5
6225,2025-02-07,671,72,12,11,1316.06, 319.86 ,216199.74
6227,2025-02-14,2433,27,9,8,,"209,31",194515.16
6228,2025-03-08,985,27,15,7,1437.59,207.03,224293.55
6244,2025-11-24,2361,61,7,9,, 181.07 ,231304.97
6263,2025-12-11,1588,78,11,8,1565.79, 217.66 ,175686.94
6268,2026-01-22,448,14,1,7,1.68053,-,250.16976
6271,2025-07-01,2218,70,7,9,478.1,45.28,70.45123
6272,2025-10-19,738,34,12,5,561.86,83.98,68908.61
6285,2025-02-20,761,25,8,7,44495.0,-,59.99814
